,media,Title,Desc,titledesc,sentiment
105,JakartaPost,"PREMIUM
 Toward efficient infrastructure financing","Who should build it? And, how should it be financed?","PREMIUM
 Toward efficient infrastructure financing Who should build it? And, how should it be financed?","Sentiment(polarity=0.0, subjectivity=0.0)"
106,JakartaPost,Domination SOEs undermines infrastructure investment WB,The World Bank has raised concerns over the domination of state-owned enterprises (SOEs) in Indonesi...,Domination of SOEs undermines infrastructure investment: WB The World Bank has raised concerns over the domination of state-owned enterprises (SOEs) in Indonesi...,"Sentiment(polarity=0.0, subjectivity=0.0)"
107,JakartaPost,On jungle roads Jokowi reboots with eye 2019 Indonesia vote,"Sitting on a Kawasaki dirt bike with a camera fastened to his helmet, Indonesia President Joko Widod...","On jungle roads, Jokowi reboots with eye on 2019 Indonesia vote Sitting on a Kawasaki dirt bike with a camera fastened to his helmet, Indonesia President Joko Widod...","Sentiment(polarity=0.0, subjectivity=0.0)"
108,JakartaPost,Indonesia offers investment opportunities China,Maritime Coordinating Minister Luhut Binsar Pandjaitan has offered investment opportunities in infra...,Indonesia offers investment opportunities to China Maritime Coordinating Minister Luhut Binsar Pandjaitan has offered investment opportunities in infra...,"Sentiment(polarity=0.1, subjectivity=0.0)"
109,JakartaPost,Unlocking infrastructure financing problems with sukuk,Non-Muslim nations have tapped into the Sukuk market to finance infrastructure projects.,Unlocking the infrastructure financing problems with sukuk Non-Muslim nations have tapped into the Sukuk market to finance infrastructure projects.,"Sentiment(polarity=0.0, subjectivity=0.0)"
110,JakartaPost,"PREMIUM
 A Pancasila discussion","Where are we on infrastructure, education, food production, logistics, urbanization, ASEAN and globa...","PREMIUM
 A Pancasila discussion Where are we on infrastructure, education, food production, logistics, urbanization, ASEAN and globa...","Sentiment(polarity=0.0, subjectivity=0.0)"
111,JakartaPost,Jokowi updates road development West Kalimantan via Vlog,Tech-savvy President Joko “Jokowi” Widodo has released a new vlog to provide an update o...,Jokowi updates road development in West Kalimantan via Vlog Tech-savvy President Joko “Jokowi” Widodo has released a new vlog to provide an update o...,"Sentiment(polarity=0.0, subjectivity=0.0)"
112,JakartaPost,PLN issue bonds and sukuk worth Rp10 trillion,State electricity company PT Perusahaan Listrik Negara (PLN) plans to issue conventional bonds worth...,PLN to issue bonds and sukuk worth Rp10 trillion State electricity company PT Perusahaan Listrik Negara (PLN) plans to issue conventional bonds worth...,"Sentiment(polarity=0.3, subjectivity=0.1)"
113,JakartaPost,Bank Mandiri provides Rp 1.5 trillion loan facility IIF,State-owned lender Bank Mandiri disbursed on Wednesday an Rp 1.5 trillion (US$112.65 million) loan f...,Bank Mandiri provides Rp 1.5 trillion loan facility to IIF State-owned lender Bank Mandiri disbursed on Wednesday an Rp 1.5 trillion (US$112.65 million) loan f...,"Sentiment(polarity=0.0, subjectivity=0.0)"
114,JakartaPost,"PREMIUM
 SOEs threaten private firms",When the current administration rolled out the idea of spurring robust infrastructure development ac...,"PREMIUM
 SOEs threaten private firms When the current administration rolled out the idea of spurring robust infrastructure development ac...","Sentiment(polarity=0.0, subjectivity=0.375)"
115,JakartaPost,"PREMIUM
 Indonesia bank ‘Silk Road’ revival",President Joko “Jokowi” Widodo’s ambitious infrastructure development program seem...,"PREMIUM
 Indonesia to bank on ‘Silk Road’ revival President Joko “Jokowi” Widodo’s ambitious infrastructure development program seem...","Sentiment(polarity=0.0, subjectivity=0.0)"
116,JakartaPost,Children risk life achieve dreams,"In order for the children to get to their school, they need to cross the Kambaniru River, which is i...","Children risk life to achieve dreams In order for the children to get to their school, they need to cross the Kambaniru River, which is i...","Sentiment(polarity=0.0, subjectivity=0.0)"
117,JakartaPost,Jokowi seeks infrastructure investors at China summit,President Joko “Jokowi” Widodo is scheduled to attend the Belt and Road Forum in Beijing...,Jokowi seeks infrastructure investors at China summit President Joko “Jokowi” Widodo is scheduled to attend the Belt and Road Forum in Beijing...,"Sentiment(polarity=0.0, subjectivity=0.0)"
